strategy,num_decks,s17_h17,penetration,bet_size,card_counting,mean_bankroll,std_dev,CI95,profit_realized,casino_advantage,total_player_win,total_ties,total_computer_win,median,q1,q3,min_bankroll,max_bankroll,bet_mean,bet_median,max_bet,percent5,percent95
basic,6,H17,0.75,true+2,KISS3,9979.67,3253.65,"(9915.89, 10043.45)",49.33,0.08,438596,93273,493166,9975.0,8050.0,11950.0,-5575.0,27650.0,249.15,100.0,3000,4725.0,15225.0
basic,6,H17,0.75,true+2,ZEN,10109.82,4409.65,"(10023.39, 10196.26)",50.73,-0.34,438464,93213,493512,10075.0,7625.0,12525.0,-13350.0,38100.0,250.01,100.0,3000,2950.0,17375.0
basic,6,H17,0.75,true+2,Hi-Opt 2,10064.34,4262.7,"(9980.79, 10147.9)",50.41,-0.2,438611,93366,493251,10050.0,7712.5,12475.0,-11175.0,33825.0,250.7,100.0,3000,3125.0,17025.0
basic,6,H17,0.75,true+2,Wong Halves,10045.4,3368.16,"(9979.38, 10111.43)",50.12,-0.17,438561,93639,493008,10025.0,8050.0,12075.0,-9250.0,27550.0,250.88,100.0,3000,4675.0,15525.0
basic,6,H17,0.75,true+2,Revere RAPC,10144.91,6098.39,"(10025.37, 10264.45)",50.76,-0.34,438440,93395,493036,10100.0,6825.0,13362.5,-32550.0,43050.0,252.78,100.0,3000,272.50000000000085,20325.0
basic,6,H17,0.75,true-2,Hi-Lo,9967.58,1437.05,"(9939.41, 9995.75)",48.33,0.26,438041,93457,493675,9950.0,9050.0,10850.0,-2300.0,16775.0,251.25,100.0,3000,7700.0,12250.0
basic,6,H17,0.75,true-2,KISS3,9938.15,1433.03,"(9910.06, 9966.24)",46.72,0.49,437535,93479,494198,9925.0,9050.0,10800.0,-850.0,18050.0,249.75,100.0,3000,7700.0,12250.0
basic,6,H17,0.75,true-2,ZEN,10022.46,2332.35,"(9976.74, 10068.18)",49.65,-0.14,438553,93619,492939,10000.0,8850.0,11200.0,-8000.0,23800.0,248.69,100.0,3000,6450.0,13675.0
basic,6,H17,0.75,true-2,Hi-Opt 2,9957.58,2208.04,"(9914.3, 10000.86)",48.99,0.27,437143,93677,494338,9950.0,8800.0,11100.0,-4175.0,24300.0,247.61,100.0,3000,6500.0,13350.0
basic,6,H17,0.75,true-2,Wong Halves,9944.44,1479.74,"(9915.43, 9973.44)",47.58,0.44,437247,93355,494143,9950.0,9050.0,10850.0,-900.0,22875.0,246.22,100.0,3000,7600.0,12250.0
basic,6,H17,0.75,true-2,Revere RAPC,10104.78,4222.44,"(10022.01, 10187.55)",50.87,-0.42,438060,93472,493494,10075.0,8150.0,12000.0,-18725.0,41675.0,246.19,100.0,3000,3250.0,17075.0
basic,6,H17,0.9,running,Hi-Lo,9852.21,5526.58,"(9743.88, 9960.53)",48.45,0.43,437690,92798,494541,9900.0,7150.0,12550.0,-24250.0,42700.0,247.19,100.0,3000,800.0,18850.0
basic,6,H17,0.9,running,KISS3,9993.14,5399.93,"(9887.3, 10098.99)",48.87,0.02,437674,94071,493257,9950.0,7350.0,12650.0,-22050.0,42450.0,248.19,100.0,3000,1400.0,18800.0
basic,6,H17,0.9,running,ZEN,9866.53,8020.11,"(9709.32, 10023.74)",48.57,0.26,438490,93543,493229,9800.0,5700.0,14100.0,-31800.0,48850.0,250.91,100.0,3000,-3250.0,22950.0
basic,6,H17,0.9,running,Hi-Opt 2,9955.36,7680.38,"(9804.81, 10105.9)",49.4,0.09,437694,93460,494035,9950.0,5950.0,14100.0,-33400.0,64550.0,253.35,100.0,3000,-2950.0,22605.00000000002
basic,6,H17,0.9,running,Wong Halves,9804.92,5647.14,"(9694.23, 9915.61)",48.86,0.55,437666,93213,494196,9900.0,7050.0,12675.0,-25125.0,42725.0,254.34,100.0,3000,422.50000000000085,18800.0
basic,6,H17,0.9,running,Revere RAPC,9689.24,9873.82,"(9495.7, 9882.78)",48.92,0.47,438357,93459,493365,9800.0,3900.0,15350.0,-30250.0,52050.0,258.38,100.0,3000,-7000.0,26450.0
basic,6,H17,0.9,true,Hi-Lo,10136.96,3039.58,"(10077.38, 10196.54)",51.43,-0.68,438773,93390,493140,10100.0,8525.0,11675.0,-9225.0,29375.0,257.73,100.0,3000,5272.500000000001,15250.0
basic,6,H17,0.9,true,KISS3,10139.31,3095.55,"(10078.64, 10199.99)",51.13,-0.7,439189,93643,492659,10075.0,8500.0,11675.0,-8650.0,27275.0,257.09,100.0,3000,5297.500000000001,15325.0
basic,6,H17,0.9,true,ZEN,10250.24,4542.11,"(10161.21, 10339.27)",52.27,-0.89,439233,93175,492581,10200.0,7900.0,12600.0,-23775.0,36325.0,257.26,100.0,3000,2750.0,17750.0
basic,6,H17,0.9,true,Hi-Opt 2,10221.88,4339.01,"(10136.83, 10306.93)",51.67,-0.83,439284,92665,493296,10150.0,8025.0,12375.0,-15550.0,39625.0,257.29,100.0,3000,3125.0,17377.500000000007
basic,6,H17,0.9,true,Wong Halves,10100.57,3212.91,"(10037.59, 10163.55)",50.17,-0.49,437531,93796,493727,10025.0,8425.0,11650.0,-11225.0,34700.0,256.73,100.0,3000,5000.0,15450.0
basic,6,H17,0.9,true,Revere RAPC,10420.78,6392.2,"(10295.48, 10546.07)",51.97,-1.07,438868,93103,493260,10250.0,7050.0,13850.0,-21075.0,40400.0,257.98,100.0,3000,200.0,21102.500000000007
basic,6,H17,0.9,true*2,Hi-Lo,10289.46,4988.22,"(10191.68, 10387.24)",51.88,-0.97,439185,92914,493079,10200.0,7750.0,12800.0,-14400.0,37400.0,258.31,100.0,3000,2150.0,18500.0
basic,6,H17,0.9,true*2,KISS3,10193.94,4919.09,"(10097.52, 10290.37)",51.37,-0.65,438049,93555,493622,10150.0,7700.0,12700.0,-19100.0,40050.0,258.64,100.0,3000,2100.0,18155.00000000002
basic,6,H17,0.9,true*2,ZEN,10294.84,6684.87,"(10163.81, 10425.88)",50.82,-0.71,437683,93809,493408,10100.0,6825.0,13750.0,-19650.0,51950.0,260.03,100.0,3000,-600.0,21550.0
basic,6,H17,0.9,true*2,Hi-Opt 2,10340.65,6444.83,"(10214.32, 10466.98)",52.04,-0.85,438135,93447,493646,10250.0,7000.0,13600.0,-38650.0,42400.0,261.28,100.0,3000,100.0,21100.0
basic,6,H17,0.9,true*2,Wong Halves,10246.69,5126.5,"(10146.21, 10347.18)",50.98,-0.8,438276,93272,493695,10100.0,7600.0,12850.0,-15800.0,41800.0,261.66,100.0,3000,1950.0,18700.0
basic,6,H17,0.9,true*2,Revere RAPC,10311.32,8383.7,"(10146.98, 10475.65)",51.41,-0.57,438336,93174,493822,10250.0,5600.0,15050.0,-27450.0,53650.0,264.18,100.0,3000,-3554.999999999998,24100.0
basic,6,H17,0.9,true+2,Hi-Lo,10139.64,4132.76,"(10058.64, 10220.65)",51.56,-0.45,438138,93029,494094,10150.0,7800.0,12475.0,-10150.0,30275.0,264.51,100.0,3000,3150.0,17025.0
basic,6,H17,0.9,true+2,KISS3,10140.82,4234.16,"(10057.82, 10223.81)",50.88,-0.46,438132,92869,494131,10075.0,7775.0,12500.0,-18200.0,36225.0,264.84,100.0,3000,3300.0,17175.0
basic,6,H17,0.9,true+2,ZEN,10164.89,5606.52,"(10054.99, 10274.79)",50.84,-0.43,437477,93549,494158,10100.0,7175.0,13200.0,-32500.0,42875.0,265.84,100.0,3000,800.0,19577.500000000007
basic,6,H17,0.9,true+2,Hi-Opt 2,10136.3,5337.66,"(10031.67, 10240.92)",50.78,-0.37,437508,93322,494064,10100.0,7125.0,13050.0,-14475.0,43975.0,266.72,100.0,3000,1450.0,19075.0
basic,6,H17,0.9,true+2,Wong Halves,10165.75,4242.14,"(10082.59, 10248.9)",51.12,-0.53,438489,93259,493327,10075.0,7750.0,12550.0,-13750.0,34250.0,267.06,100.0,3000,3272.500000000001,17100.0
basic,6,H17,0.9,true+2,Revere RAPC,10310.18,7228.07,"(10168.5, 10451.87)",51.6,-0.63,438139,93494,493501,10225.0,6375.0,14225.0,-23775.0,50550.0,268.9,100.0,3000,-1627.499999999999,22355.00000000002
basic,6,H17,0.9,true-2,Hi-Lo,10074.47,2461.98,"(10026.22, 10122.73)",49.75,-0.47,438098,93432,493634,10000.0,8800.0,11300.0,-4900.0,27400.0,267.9,100.0,3000,6200.0,14050.0
basic,6,H17,0.9,true-2,KISS3,10025.19,2446.87,"(9977.23, 10073.16)",49.0,-0.16,438020,92811,494335,10000.0,8750.0,11250.0,-4100.0,29175.0,266.92,100.0,3000,6100.0,14025.0
basic,6,H17,0.9,true-2,ZEN,10236.77,3797.86,"(10162.32, 10311.21)",51.57,-1.07,438815,93453,493126,10100.0,8350.0,11950.0,-9025.0,31925.0,266.48,100.0,3000,4125.0,16775.0
basic,6,H17,0.9,true-2,Hi-Opt 2,10121.46,3664.82,"(10049.62, 10193.3)",50.38,-0.57,438237,92958,493942,10050.0,8350.0,11800.0,-11825.0,31300.0,265.98,100.0,3000,4222.500000000001,16300.0
basic,6,H17,0.9,true-2,Wong Halves,10058.77,2577.14,"(10008.25, 10109.28)",49.6,-0.36,437908,92977,494080,10000.0,8700.0,11350.0,-2950.0,27400.0,265.07,100.0,3000,6022.500000000001,14350.0
basic,6,H17,0.9,true-2,Revere RAPC,10299.14,5730.27,"(10186.82, 10411.47)",51.38,-0.91,437885,93633,493660,10150.0,7450.0,13125.0,-21650.0,48350.0,265.53,100.0,3000,875.0,19950.0
basic,8,H17,0.25,running,Hi-Lo,9616.42,4872.57,"(9520.91, 9711.93)",47.1,1.25,437932,93221,494292,9750.0,6900.0,12475.0,-16450.0,32450.0,299.49,100.0,3000,1350.0,17400.0
basic,8,H17,0.25,running,KISS3,9619.71,4913.9,"(9523.39, 9716.03)",47.45,1.22,437502,93519,494493,9750.0,6900.0,12525.0,-14450.0,32700.0,301.61,100.0,3000,1250.0,17505.00000000002
basic,8,H17,0.25,running,ZEN,9455.27,7485.86,"(9308.53, 9602.0)",47.29,1.18,438274,93486,493602,9550.0,4950.0,13950.0,-25500.0,38350.0,351.28,100.0,3000,-2950.0,21600.0
basic,8,H17,0.25,running,Hi-Opt 2,9483.87,7027.14,"(9346.13, 9621.61)",46.99,1.18,437767,93515,494023,9550.0,5350.0,13750.0,-23350.0,39550.0,370.16,100.0,3000,-2400.0,20800.0
basic,8,H17,0.25,running,Wong Halves,9708.42,5057.38,"(9609.29, 9807.55)",47.69,0.91,438759,93111,493450,9800.0,6725.0,12625.0,-12750.0,34550.0,358.56,100.0,3000,1325.0,17925.0
basic,8,H17,0.25,running,Revere RAPC,9022.96,9389.04,"(8838.92, 9207.0)",45.48,1.59,437865,93577,494039,9000.0,3150.0,14875.0,-38900.0,49550.0,398.49,100.0,3000,-6550.0,24400.0
basic,8,H17,0.25,true,Hi-Lo,9924.97,1254.56,"(9900.38, 9949.56)",47.33,0.63,437925,93169,494406,9925.0,9075.0,10750.0,5175.0,15400.0,358.18,100.0,3000,7850.0,12000.0
basic,8,H17,0.25,true,KISS3,9927.74,1257.64,"(9903.09, 9952.39)",47.03,0.6,438071,93344,493915,9925.0,9100.0,10775.0,5000.0,15950.0,327.98,100.0,3000,7900.0,12000.0
basic,8,H17,0.25,true,ZEN,9924.74,1561.43,"(9894.14, 9955.35)",47.65,0.55,437946,93417,494219,9925.0,8912.5,10950.0,3000.0,16750.0,306.33,100.0,3000,7400.0,12475.0
basic,8,H17,0.25,true,Hi-Opt 2,9932.43,1504.86,"(9902.93, 9961.92)",47.59,0.51,438271,93776,493812,9950.0,8950.0,10900.0,1700.0,16425.0,288.72,100.0,3000,7500.0,12400.0
basic,8,H17,0.25,true,Wong Halves,9946.03,1277.7,"(9920.99, 9971.08)",48.11,0.45,439510,92906,493170,9950.0,9100.0,10800.0,3950.0,14550.0,273.13,100.0,3000,7850.0,12050.0
basic,8,H17,0.25,true,Revere RAPC,9880.6,2361.37,"(9834.31, 9926.88)",47.84,0.67,437781,93177,494440,9900.0,8500.0,11300.0,-3700.0,21600.0,264.87,100.0,3000,6000.0,13625.0
basic,8,H17,0.25,true*2,Hi-Lo,9932.95,1671.19,"(9900.2, 9965.71)",47.98,0.47,437911,93676,493644,9950.0,8900.0,11000.0,1100.0,19750.0,255.11,100.0,3000,7200.0,12650.0
basic,8,H17,0.25,true*2,KISS3,9925.75,1675.51,"(9892.91, 9958.6)",47.74,0.52,437997,93373,494076,9950.0,8850.0,11000.0,1500.0,18300.0,246.79,100.0,3000,7200.0,12650.0
basic,8,H17,0.25,true*2,ZEN,9937.52,2595.2,"(9886.65, 9988.39)",48.8,0.33,437579,93726,494170,9950.0,8350.0,11500.0,-4250.0,22450.0,242.58,100.0,3000,5750.0,14100.0
basic,8,H17,0.25,true*2,Hi-Opt 2,9964.07,2454.5,"(9915.96, 10012.18)",49.16,0.2,438564,93536,493318,10000.0,8500.0,11425.0,-1750.0,22750.0,238.55,100.0,3000,5900.0,13900.0
basic,8,H17,0.25,true*2,Wong Halves,9939.67,1738.77,"(9905.59, 9973.76)",47.83,0.42,437772,93609,494216,9950.0,8850.0,11050.0,400.0,20250.0,232.83,100.0,3000,7100.0,12750.0
basic,8,H17,0.25,true*2,Revere RAPC,9948.29,4367.47,"(9862.68, 10033.9)",50.31,0.19,438434,93503,493656,10050.0,7500.0,12450.0,-11650.0,34200.0,235.02,100.0,3000,2650.0,17000.0
basic,8,H17,0.25,true+2,Hi-Lo,9892.92,2556.16,"(9842.81, 9943.02)",48.39,0.46,438470,93133,493749,9925.0,8225.0,11550.0,-450.0,19575.0,234.48,100.0,3000,5600.0,14050.0
basic,8,H17,0.25,true+2,KISS3,9926.3,2552.91,"(9876.26, 9976.34)",48.71,0.32,438483,93550,493329,9925.0,8300.0,11625.0,-775.0,18400.0,234.04,100.0,3000,5675.0,14075.0
basic,8,H17,0.25,true+2,ZEN,9900.74,2900.19,"(9843.89, 9957.59)",48.96,0.4,438699,93464,493431,9925.0,8050.0,11775.0,-4425.0,25000.0,234.38,100.0,3000,5097.500000000001,14625.0
basic,8,H17,0.25,true+2,Hi-Opt 2,9891.73,2807.97,"(9836.69, 9946.77)",48.46,0.44,438352,93480,493363,9925.0,8075.0,11700.0,-2500.0,22400.0,234.53,100.0,3000,5325.0,14450.0
basic,8,H17,0.25,true+2,Wong Halves,9824.83,2546.69,"(9774.91, 9874.75)",47.31,0.76,436996,93679,494919,9850.0,8125.0,11550.0,-1450.0,22375.0,234.17,100.0,3000,5675.0,14002.50000000001
basic,8,H17,0.25,true+2,Revere RAPC,9947.87,3659.54,"(9876.14, 10019.6)",49.33,0.18,439178,93152,493262,9950.0,7675.0,12250.0,-7850.0,25475.0,236.13,100.0,3000,3975.0,15800.0
basic,8,H17,0.25,true-2,Hi-Lo,9932.08,1171.29,"(9909.12, 9955.04)",46.26,0.6,438181,94020,493484,9900.0,9150.0,10700.0,6150.0,14950.0,231.12,100.0,3000,8000.0,11850.0
basic,8,H17,0.25,true-2,KISS3,9949.68,1167.49,"(9926.8, 9972.57)",47.34,0.44,439168,93288,493228,9950.0,9150.0,10750.0,5300.0,14400.0,226.49,100.0,3000,8045.000000000002,11850.0
basic,8,H17,0.25,true-2,ZEN,9934.96,1223.36,"(9910.98, 9958.94)",47.73,0.56,438742,93480,493539,9950.0,9100.0,10750.0,4700.0,15200.0,222.3,100.0,3000,7950.0,11902.50000000001
basic,8,H17,0.25,true-2,Hi-Opt 2,9924.5,1210.58,"(9900.77, 9948.23)",46.51,0.65,437931,93659,493733,9900.0,9100.0,10750.0,4450.0,14700.0,218.38,100.0,3000,8000.0,11950.0
basic,8,H17,0.25,true-2,Wong Halves,9931.79,1164.34,"(9908.97, 9954.62)",46.87,0.6,438223,93624,493684,9950.0,9150.0,10700.0,5450.0,14050.0,214.67,100.0,3000,8050.0,11850.0
basic,8,H17,0.25,true-2,Revere RAPC,9937.5,1679.11,"(9904.59, 9970.41)",48.26,0.46,438313,93526,493821,9950.0,8925.0,10950.0,1350.0,20250.0,211.91,100.0,3000,7225.0,12552.50000000001
basic,8,H17,0.5,running,Hi-Lo,9608.04,5881.25,"(9492.76, 9723.32)",47.26,1.07,437760,93621,494236,9750.0,6600.0,12750.0,-26400.0,51200.0,216.58,100.0,3000,-250.0,19000.0
basic,8,H17,0.5,running,KISS3,9758.92,5768.95,"(9645.84, 9872.0)",47.53,0.66,437791,93963,493775,9800.0,6800.0,12700.0,-24650.0,40600.0,220.91,100.0,3000,200.0,19400.0
basic,8,H17,0.5,running,ZEN,9698.91,8338.71,"(9535.46, 9862.37)",48.47,0.57,439345,92723,493315,9800.0,5150.0,14400.0,-29200.0,56200.0,229.82,100.0,3000,-4300.0,23350.0
basic,8,H17,0.5,running,Hi-Opt 2,9740.2,7935.16,"(9584.66, 9895.74)",49.11,0.51,438471,93604,493173,9900.0,5300.0,14150.0,-33850.0,51550.0,237.71,100.0,3000,-3600.0,22650.0
basic,8,H17,0.5,running,Wong Halves,9544.6,6097.77,"(9425.08, 9664.13)",47.48,1.21,437503,93155,494830,9750.0,6500.0,12750.0,-29600.0,39400.0,241.44,100.0,3000,-775.0,19100.0
basic,8,H17,0.5,running,Revere RAPC,9388.52,9965.86,"(9193.18, 9583.87)",47.72,0.92,438128,93487,493885,9600.0,3400.0,15200.0,-29300.0,56450.0,252.77,100.0,3000,-7200.0,25800.0
basic,8,H17,0.5,true,Hi-Lo,9929.18,1488.1,"(9900.01, 9958.35)",47.43,0.54,438086,93432,493752,9925.0,9000.0,10875.0,700.0,18150.0,249.41,100.0,3000,7500.0,12300.0
basic,8,H17,0.5,true,KISS3,9969.7,1468.93,"(9940.91, 9998.49)",48.77,0.23,439587,93301,492700,9975.0,9050.0,10900.0,2250.0,15950.0,246.21,100.0,3000,7575.0,12350.0
basic,8,H17,0.5,true,ZEN,9972.21,2104.93,"(9930.95, 10013.47)",49.48,0.17,438191,93419,493593,10000.0,8775.0,11175.0,-1800.0,23850.0,244.02,100.0,3000,6600.0,13400.0
basic,8,H17,0.5,true,Hi-Opt 2,9972.25,1994.3,"(9933.16, 10011.34)",49.32,0.17,438655,93628,493058,10000.0,8800.0,11150.0,-2600.0,20050.0,241.79,100.0,3000,6797.500000000001,13200.0
basic,8,H17,0.5,true,Wong Halves,9940.09,1498.3,"(9910.72, 9969.46)",47.72,0.45,437932,93253,494178,9950.0,9000.0,10900.0,2675.0,19050.0,239.06,100.0,3000,7550.0,12350.0
basic,8,H17,0.5,true,Revere RAPC,9947.03,3569.21,"(9877.07, 10017.0)",49.46,0.23,438181,93366,493925,9975.0,8175.0,11750.0,-13850.0,36000.0,238.82,100.0,3000,4150.0,15625.0
basic,8,H17,0.5,true*2,Hi-Lo,9932.63,2399.15,"(9885.61, 9979.66)",48.36,0.38,437987,93241,494077,9950.0,8650.0,11250.0,-2900.0,26200.0,237.25,100.0,3000,6000.0,13700.0
basic,8,H17,0.5,true*2,KISS3,9950.66,2362.03,"(9904.36, 9996.96)",48.97,0.28,437558,93671,494070,10000.0,8650.0,11250.0,-5400.0,25200.0,235.74,100.0,3000,6150.0,13750.0
basic,8,H17,0.5,true*2,ZEN,9962.24,3772.73,"(9888.29, 10036.19)",49.88,0.15,437987,93438,493934,10000.0,8100.0,11850.0,-11900.0,33300.0,235.94,100.0,3000,3695.000000000002,16000.0
basic,8,H17,0.5,true*2,Hi-Opt 2,9983.91,3611.4,"(9913.12, 10054.7)",49.57,0.07,438572,93639,493303,10000.0,8200.0,11800.0,-13700.0,41400.0,235.91,100.0,3000,4200.0,15850.0
basic,8,H17,0.5,true*2,Wong Halves,9947.94,2441.43,"(9900.09, 9995.8)",48.48,0.29,437944,93577,494024,9950.0,8650.0,11300.0,-3750.0,24100.0,234.63,100.0,3000,6000.0,13800.0
basic,8,H17,0.5,true*2,Revere RAPC,10089.28,5969.99,"(9972.26, 10206.3)",50.46,-0.24,438636,93541,493574,10050.0,7000.0,13175.0,-28450.0,38450.0,237.36,100.0,3000,200.0,19855.00000000002
basic,8,H17,0.5,true+2,Hi-Lo,9931.17,2780.33,"(9876.67, 9985.67)",48.67,0.28,438491,93362,493713,9925.0,8150.0,11725.0,-2600.0,21650.0,237.35,100.0,3000,5322.500000000001,14475.0
basic,8,H17,0.5,true+2,KISS3,9879.24,2792.51,"(9824.5, 9933.98)",48.05,0.5,437808,93275,494254,9900.0,8100.0,11675.0,-2250.0,23650.0,237.35,100.0,3000,5347.500000000001,14425.0
basic,8,H17,0.5,true+2,ZEN,9945.87,3421.01,"(9878.82, 10012.93)",49.85,0.2,438037,93856,493504,10000.0,7925.0,12000.0,-10100.0,29275.0,237.98,100.0,3000,4300.0,15450.0
basic,8,H17,0.5,true+2,Hi-Opt 2,9910.25,3384.51,"(9843.91, 9976.59)",49.22,0.33,437941,94063,493630,9950.0,7900.0,12000.0,-6450.0,26050.0,238.5,100.0,3000,4300.0,15400.0
basic,8,H17,0.5,true+2,Wong Halves,9926.35,2806.51,"(9871.34, 9981.36)",49.15,0.3,438317,93325,494008,9950.0,8150.0,11725.0,-2700.0,22375.0,238.49,100.0,3000,5275.0,14525.0
basic,8,H17,0.5,true+2,Revere RAPC,9974.98,4773.29,"(9881.41, 10068.54)",49.63,0.07,438912,93372,493523,9975.0,7437.5,12625.0,-18550.0,37975.0,240.27,100.0,3000,1875.0,17675.0
basic,8,H17,0.5,true-2,Hi-Lo,9904.77,1210.25,"(9881.04, 9928.49)",45.5,0.83,436979,93724,494838,9900.0,9100.0,10725.0,4250.0,14900.0,237.94,100.0,3000,7900.0,11875.0
basic,8,H17,0.5,true-2,KISS3,9939.25,1197.58,"(9915.78, 9962.73)",46.92,0.53,438959,93300,493399,9950.0,9100.0,10750.0,3550.0,14750.0,235.69,100.0,3000,8000.0,11900.0
basic,8,H17,0.5,true-2,ZEN,9954.82,1518.97,"(9925.05, 9984.59)",47.67,0.35,438874,92926,493822,9950.0,9025.0,10875.0,-100.0,21675.0,233.76,100.0,3000,7500.0,12350.0
basic,8,H17,0.5,true-2,Hi-Opt 2,9952.11,1420.15,"(9924.28, 9979.95)",47.48,0.38,438581,93978,492856,9950.0,9050.0,10850.0,-150.0,18750.0,231.84,100.0,3000,7700.0,12250.0
basic,8,H17,0.5,true-2,Wong Halves,9934.62,1215.38,"(9910.8, 9958.44)",46.94,0.57,438370,93838,493422,9950.0,9150.0,10750.0,4700.0,16350.0,229.82,100.0,3000,7950.0,11950.0
basic,8,H17,0.5,true-2,Revere RAPC,9979.73,2577.74,"(9929.21, 10030.26)",49.75,0.12,439111,93467,493073,10000.0,8750.0,11300.0,-6150.0,26625.0,228.85,100.0,3000,5800.0,13950.0
basic,8,H17,0.75,running,Hi-Lo,9816.81,6198.2,"(9695.32, 9938.31)",49.36,0.47,439267,93378,492776,9950.0,6900.0,12775.0,-31800.0,47750.0,231.34,100.0,3000,-550.0,19750.0
basic,8,H17,0.75,running,KISS3,9803.51,6085.68,"(9684.22, 9922.79)",48.59,0.51,438846,93285,493340,9900.0,6900.0,12750.0,-20550.0,51000.0,233.72,100.0,3000,-354.9999999999983,19755.00000000002
basic,8,H17,0.75,running,ZEN,9691.95,8467.85,"(9525.97, 9857.93)",48.48,0.56,437734,93299,494514,9800.0,5300.0,14200.0,-48350.0,53700.0,238.59,100.0,3000,-4600.0,23700.0
basic,8,H17,0.75,running,Hi-Opt 2,9772.71,8370.53,"(9608.63, 9936.78)",48.59,0.43,439476,93422,492681,9850.0,5550.0,14100.0,-36250.0,50850.0,243.0,100.0,3000,-4250.0,23555.00000000002
basic,8,H17,0.75,running,Wong Halves,9796.53,6379.77,"(9671.47, 9921.58)",48.37,0.51,438562,93530,493751,9875.0,6750.0,12850.0,-20600.0,45450.0,245.27,100.0,3000,-800.0,20155.00000000002
basic,8,H17,0.75,running,Revere RAPC,9619.74,10218.8,"(9419.44, 9820.05)",48.27,0.55,438914,93630,492804,9700.0,3700.0,15450.0,-33450.0,55450.0,251.71,100.0,3000,-7250.0,26605.00000000002
basic,8,H17,0.75,true,Hi-Lo,9972.25,1826.38,"(9936.45, 10008.05)",48.45,0.19,438590,93123,493709,9950.0,8900.0,11050.0,-1900.0,21625.0,250.12,100.0,3000,7100.0,12850.0
basic,8,H17,0.75,true,KISS3,9981.17,1822.78,"(9945.44, 10016.9)",49.08,0.13,438370,94059,493117,9975.0,8900.0,11050.0,-2900.0,22100.0,248.58,100.0,3000,7125.0,12875.0
basic,8,H17,0.75,true,ZEN,10023.13,2835.4,"(9967.55, 10078.71)",49.98,-0.12,438978,93194,493274,10000.0,8625.0,11425.0,-7725.0,34000.0,247.81,100.0,3000,5400.0,14525.0
basic,8,H17,0.75,true,Hi-Opt 2,10011.03,2722.12,"(9957.67, 10064.39)",50.24,-0.06,438795,93084,493412,10025.0,8650.0,11350.0,-7400.0,35300.0,246.95,100.0,3000,5650.0,14300.0
basic,8,H17,0.75,true,Wong Halves,9997.26,1911.96,"(9959.78, 10034.74)",49.58,0.02,439118,93058,493173,10000.0,8900.0,11100.0,-1350.0,26625.0,245.56,100.0,3000,6975.0,13000.0
basic,8,H17,0.75,true,Revere RAPC,10068.77,4694.56,"(9976.75, 10160.8)",50.35,-0.23,438483,93247,493774,10050.0,7900.0,12175.0,-21375.0,39125.0,246.17,100.0,3000,2400.0,17650.0
basic,8,H17,0.75,true*2,Hi-Lo,10012.81,3239.77,"(9949.31, 10076.32)",49.74,-0.06,438170,93297,494105,10000.0,8450.0,11550.0,-11150.0,29700.0,245.67,100.0,3000,4895.000000000002,15200.0
basic,8,H17,0.75,true*2,KISS3,10018.77,3179.84,"(9956.44, 10081.1)",49.94,-0.09,439151,93080,493367,10000.0,8525.0,11550.0,-10650.0,30350.0,245.21,100.0,3000,4900.0,15150.0
basic,8,H17,0.75,true*2,ZEN,10173.93,5069.51,"(10074.56, 10273.3)",51.07,-0.55,439283,92977,493177,10100.0,7900.0,12500.0,-21750.0,38850.0,246.06,100.0,3000,1900.0,18450.0
basic,8,H17,0.75,true*2,Hi-Opt 2,9928.57,4799.82,"(9834.49, 10022.66)",49.65,0.24,437750,93498,494035,10000.0,7750.0,12150.0,-17150.0,38400.0,246.71,100.0,3000,1800.0,17750.0
basic,8,H17,0.75,true*2,Wong Halves,10015.01,3276.21,"(9950.79, 10079.23)",49.36,-0.07,438294,93160,493989,10000.0,8400.0,11650.0,-14200.0,31400.0,246.31,100.0,3000,4945.000000000002,15200.0
basic,8,H17,0.75,true*2,Revere RAPC,10090.26,7346.72,"(9946.25, 10234.27)",49.88,-0.2,437631,93440,494291,10000.0,6550.0,13750.0,-25550.0,53300.0,248.88,100.0,3000,-2300.0,22250.0
basic,8,H17,0.75,true+2,Hi-Lo,9969.01,3107.07,"(9908.1, 10029.91)",50.13,0.12,438514,93581,493282,10025.0,8162.5,11800.0,-6200.0,27125.0,248.94,100.0,3000,4775.0,14925.0
basic,8,H17,0.75,true+2,KISS3,9969.55,3149.73,"(9907.81, 10031.29)",49.71,0.12,438887,93617,492986,9975.0,8150.0,11800.0,-9275.0,33175.0,249.0,100.0,3000,4822.500000000001,15100.0
basic,8,H17,0.75,true+2,ZEN,10035.86,4181.03,"(9953.91, 10117.82)",50.2,-0.12,439360,93337,492406,10025.0,7825.0,12250.0,-18750.0,33675.0,249.66,100.0,3000,3325.0,16777.500000000007
basic,8,H17,0.75,true+2,Hi-Opt 2,9893.19,3983.39,"(9815.11, 9971.27)",48.83,0.35,436656,94314,494737,9925.0,7725.0,12100.0,-12175.0,32750.0,250.22,100.0,3000,3350.0,16325.0
basic,8,H17,0.75,true+2,Wong Halves,9951.48,3235.83,"(9888.05, 10014.9)",49.42,0.18,437953,93481,493811,9975.0,8050.0,11875.0,-4950.0,28050.0,250.32,100.0,3000,4722.500000000001,15075.0
