strategy,num_decks,s17_h17,penetration,bet_size,card_counting,mean_bankroll,std_dev,CI95,profit_realized,casino_advantage,total_player_win,total_ties,total_computer_win,median,q1,q3,min_bankroll,max_bankroll,bet_mean,bet_median,max_bet,percent5,percent95
basic,8,S17,0.75,true-2,ZEN,10000.61,2127.55,"(9958.91, 10042.32)",49.34,-0.0,439331,93718,492376,10000.0,8900.0,11100.0,-6700.0,23650.0,247.56,100.0,3000,6750.0,13200.0

basic,8,S17,0.75,true-2,Hi-Opt 2,10009.89,1917.42,"(9972.31, 10047.48)",49.69,-0.07,439377,94282,491895,10000.0,9000.0,11050.0,-1375.0,22150.0,246.36,100.0,3000,6975.0,12950.0

basic,8,S17,0.75,true-2,Wong Halves,9969.33,1361.67,"(9942.64, 9996.02)",48.08,0.25,439249,93667,492910,9950.0,9100.0,10800.0,2350.0,18200.0,244.94,100.0,3000,7850.0,12150.0

basic,8,S17,0.75,true-2,Revere RAPC,10021.58,3693.18,"(9949.19, 10093.98)",50.27,-0.09,438934,94022,492136,10050.0,8450.0,11650.0,-14175.0,32300.0,244.68,100.0,3000,4000.0,16000.0

basic,8,S17,0.9,running,Hi-Lo,9764.35,6055.15,"(9645.66, 9883.04)",47.88,0.62,438400,94429,492549,9850.0,7000.0,12550.0,-34950.0,49650.0,246.04,100.0,3000,-50.0,19500.0

basic,8,S17,0.9,running,KISS3,10074.24,6012.51,"(9956.39, 10192.1)",50.23,-0.19,439976,94025,491432,10050.0,7250.0,12950.0,-28650.0,55450.0,247.43,100.0,3000,445.0000000000017,19850.0

basic,8,S17,0.9,running,ZEN,9866.55,8363.5,"(9702.61, 10030.48)",49.08,0.25,438904,94021,492442,9900.0,5400.0,14200.0,-32400.0,62500.0,250.44,100.0,3000,-4150.0,24105.00000000002

basic,8,S17,0.9,running,Hi-Opt 2,9771.02,8291.53,"(9608.49, 9933.54)",48.95,0.43,438291,93973,493308,9900.0,5500.0,14050.0,-24800.0,55850.0,253.31,100.0,3000,-4250.0,23555.00000000002

basic,8,S17,0.9,running,Wong Halves,9944.2,6187.97,"(9822.91, 10065.49)",49.87,0.14,439107,93874,492466,10000.0,7000.0,12875.0,-24950.0,51075.0,254.69,100.0,3000,-202.49999999999915,20127.500000000007

basic,8,S17,0.9,running,Revere RAPC,9638.05,10135.0,"(9439.39, 9836.71)",48.09,0.53,439003,93509,492992,9650.0,3900.0,15350.0,-43350.0,58500.0,258.98,100.0,3000,-7350.0,26405.00000000002

basic,8,S17,0.9,true,Hi-Lo,10051.89,2352.03,"(10005.78, 10097.99)",50.11,-0.31,439323,93792,492254,10025.0,8875.0,11250.0,-2550.0,34500.0,257.98,100.0,3000,6397.500000000001,13800.0

basic,8,S17,0.9,true,KISS3,10057.69,2329.44,"(10012.03, 10103.35)",49.82,-0.35,439551,93602,492322,10000.0,8850.0,11225.0,-3800.0,24450.0,256.98,100.0,3000,6450.0,13800.0

basic,8,S17,0.9,true,ZEN,10125.12,3595.45,"(10054.64, 10195.59)",50.53,-0.56,439328,93919,492285,10050.0,8375.0,11687.5,-13100.0,34500.0,256.6,100.0,3000,4500.0,15950.0

basic,8,S17,0.9,true,Hi-Opt 2,10049.17,3320.14,"(9984.09, 10114.25)",49.6,-0.23,438695,93775,493064,10000.0,8500.0,11550.0,-13925.0,29775.0,256.13,100.0,3000,4625.0,15477.50000000001

basic,8,S17,0.9,true,Wong Halves,10064.01,2420.76,"(10016.56, 10111.46)",49.82,-0.38,438976,94100,492492,10000.0,8800.0,11250.0,-3975.0,28625.0,255.21,100.0,3000,6400.0,13900.0

basic,8,S17,0.9,true,Revere RAPC,10158.96,5172.3,"(10057.58, 10260.35)",50.41,-0.49,438413,93902,493235,10050.0,7675.0,12575.0,-17450.0,49075.0,255.78,100.0,3000,1650.0,18875.0

basic,8,S17,0.9,true*2,Hi-Lo,10127.59,3808.74,"(10052.93, 10202.25)",50.43,-0.54,438481,94840,492272,10050.0,8300.0,11900.0,-10300.0,34000.0,255.56,100.0,3000,4000.0,16500.0

basic,8,S17,0.9,true*2,KISS3,10155.87,3854.9,"(10080.3, 10231.43)",50.16,-0.65,438519,93657,493295,10050.0,8300.0,11850.0,-12900.0,34950.0,255.36,100.0,3000,4100.0,16600.0

basic,8,S17,0.9,true*2,ZEN,10113.95,5510.14,"(10005.94, 10221.96)",50.37,-0.34,438603,93628,493211,10050.0,7550.0,12600.0,-25000.0,46900.0,256.07,100.0,3000,1400.0,19150.0

basic,8,S17,0.9,true*2,Hi-Opt 2,10268.23,5401.89,"(10162.34, 10374.11)",50.84,-0.81,439262,93986,492383,10100.0,7750.0,12700.0,-23750.0,41300.0,256.69,100.0,3000,1850.0,19250.0

basic,8,S17,0.9,true*2,Wong Halves,10135.51,3990.25,"(10057.29, 10213.72)",50.95,-0.55,439047,94150,492350,10100.0,8350.0,11950.0,-15200.0,35800.0,256.55,100.0,3000,3700.0,16550.0

basic,8,S17,0.9,true*2,Revere RAPC,10195.74,7322.56,"(10052.21, 10339.27)",50.86,-0.42,438911,93560,492969,10150.0,6450.0,13900.0,-30750.0,47950.0,258.41,100.0,3000,-2350.0,22455.00000000002

basic,8,S17,0.9,true+2,Hi-Lo,10077.91,3505.24,"(10009.2, 10146.62)",50.87,-0.28,439816,93640,491937,10075.0,8125.0,12025.0,-11900.0,27875.0,258.5,100.0,3000,4525.0,15750.0

basic,8,S17,0.9,true+2,KISS3,10107.15,3485.71,"(10038.82, 10175.47)",51.03,-0.39,439734,94121,491718,10075.0,8187.5,12050.0,-7525.0,28425.0,258.6,100.0,3000,4425.0,15800.0

basic,8,S17,0.9,true+2,ZEN,10136.86,4656.65,"(10045.58, 10228.13)",51.02,-0.41,439089,93788,492542,10100.0,7650.0,12550.0,-27150.0,43475.0,259.18,100.0,3000,2547.500000000001,17825.0

basic,8,S17,0.9,true+2,Hi-Opt 2,10184.05,4446.83,"(10096.88, 10271.21)",52.06,-0.57,440397,93616,491679,10175.0,7850.0,12475.0,-12600.0,37550.0,259.67,100.0,3000,2900.0,17575.0

basic,8,S17,0.9,true+2,Wong Halves,10073.74,3578.85,"(10003.59, 10143.89)",50.14,-0.26,438285,94100,493074,10025.0,8025.0,12050.0,-7475.0,29500.0,259.79,100.0,3000,4347.500000000001,16052.50000000001

basic,8,S17,0.9,true+2,Revere RAPC,10175.17,6223.23,"(10053.19, 10297.16)",51.05,-0.42,439039,93635,492669,10125.0,6875.0,13325.0,-20700.0,46050.0,261.11,100.0,3000,-75.0,20525.0

basic,8,S17,0.9,true-2,Hi-Lo,10017.95,1800.95,"(9982.65, 10053.26)",49.67,-0.13,439517,94024,491903,10000.0,9000.0,11000.0,-1375.0,25275.0,259.98,100.0,3000,7250.0,12800.0

basic,8,S17,0.9,true-2,KISS3,9968.55,1837.46,"(9932.53, 10004.56)",48.01,0.23,438442,93919,493067,9950.0,8950.0,10950.0,-2350.0,22475.0,258.87,100.0,3000,7200.0,12802.50000000001

basic,8,S17,0.9,true-2,ZEN,10102.14,2878.31,"(10045.72, 10158.56)",50.94,-0.58,439879,93719,491872,10050.0,8775.0,11350.0,-10450.0,28575.0,258.11,100.0,3000,5725.0,14725.0

basic,8,S17,0.9,true-2,Hi-Opt 2,10041.0,2673.51,"(9988.59, 10093.4)",49.95,-0.24,439003,93897,492566,10000.0,8800.0,11250.0,-8750.0,30025.0,257.32,100.0,3000,5875.0,14300.0

basic,8,S17,0.9,true-2,Wong Halves,10042.67,1885.03,"(10005.72, 10079.62)",49.56,-0.31,439711,93891,491961,10000.0,9000.0,11000.0,-375.0,22850.0,256.28,100.0,3000,7250.0,13000.0

basic,8,S17,0.9,true-2,Revere RAPC,10115.81,4389.68,"(10029.77, 10201.86)",51.29,-0.45,439686,93451,492147,10100.0,8200.0,11950.0,-21900.0,37175.0,256.23,100.0,3000,2950.0,17302.500000000007
basic,1,S17,0.75,running,Hi-Lo,10036.63,2528.0,"(9987.08, 10086.19)",50.36,-0.2,438661,91297,490001,10050.0,8400.0,11700.0,-2250.0,21050.0,183.94,100.0,2600,5850.0,14155.000000000018

basic,1,S17,0.75,running,KISS3,10083.35,2552.43,"(10033.32, 10133.39)",50.7,-0.44,439323,91151,489226,10050.0,8425.0,11700.0,-450.0,20050.0,184.47,100.0,2800,5900.0,14300.0

basic,1,S17,0.75,running,ZEN,10228.88,4391.45,"(10142.8, 10314.96)",51.38,-0.81,439155,91365,489271,10150.0,7400.0,13100.0,-7450.0,30000.0,215.51,100.0,3000,3100.0,17505.00000000002

basic,1,S17,0.75,running,Hi-Opt 2,10197.44,4078.05,"(10117.5, 10277.38)",51.48,-0.73,439157,91611,489027,10150.0,7550.0,12850.0,-8350.0,27200.0,227.57,100.0,3000,3500.0,16850.0

basic,1,S17,0.75,running,Wong Halves,10110.94,2619.41,"(10059.6, 10162.29)",51.61,-0.57,438761,92008,488907,10100.0,8425.0,11800.0,-1650.0,24500.0,220.16,100.0,3000,5850.0,14425.0

basic,1,S17,0.75,running,Revere RAPC,10076.14,7156.57,"(9935.86, 10216.42)",50.04,-0.17,439081,90929,489856,10050.0,5350.0,14800.0,-18050.0,38000.0,254.8,100.0,3000,-1500.0,21900.0

basic,1,S17,0.75,true,Hi-Lo,10497.48,4002.84,"(10419.02, 10575.94)",54.92,-1.88,439427,91091,489269,10450.0,7900.0,13050.0,-6550.0,27900.0,255.5,100.0,3000,3950.0,17250.0

basic,1,S17,0.75,true,KISS3,10431.16,4042.12,"(10351.93, 10510.39)",53.36,-1.61,438271,91956,489376,10350.0,7750.0,13050.0,-7700.0,26300.0,256.39,100.0,3000,3900.0,17050.0

basic,1,S17,0.75,true,ZEN,10718.83,6151.49,"(10598.25, 10839.41)",54.66,-1.85,438677,91360,489689,10700.0,6700.0,14600.0,-14500.0,38650.0,270.3,100.0,3000,650.0,21050.0

basic,1,S17,0.75,true,Hi-Opt 2,10692.17,5973.9,"(10575.07, 10809.27)",54.28,-1.85,438682,90978,490136,10600.0,6800.0,14450.0,-14000.0,39500.0,279.89,100.0,3000,950.0,20750.0

basic,1,S17,0.75,true,Wong Halves,10513.35,4286.67,"(10429.33, 10597.38)",54.47,-1.88,438327,91854,489697,10450.0,7700.0,13250.0,-6700.0,28450.0,278.78,100.0,3000,3600.0,17705.00000000002

basic,1,S17,0.75,true,Revere RAPC,11261.85,8159.51,"(11101.91, 11421.79)",56.26,-2.44,440000,91064,488702,11250.0,5850.0,16550.0,-22800.0,48200.0,297.77,100.0,3000,-2100.0,24850.0

basic,1,S17,0.75,true*2,Hi-Lo,10817.98,6647.06,"(10687.68, 10948.27)",54.05,-1.98,438796,91463,489475,10750.0,6450.0,15250.0,-14650.0,44900.0,306.04,100.0,3000,-200.0,21600.0

basic,1,S17,0.75,true*2,KISS3,10844.38,6729.49,"(10712.48, 10976.29)",54.5,-2.02,439339,90967,489455,10800.0,6350.0,15250.0,-18250.0,39350.0,313.45,100.0,3000,-50.0,22000.0

basic,1,S17,0.75,true*2,ZEN,11002.26,8432.61,"(10836.96, 11167.55)",55.25,-1.88,439169,91606,488984,11000.0,5450.0,16475.0,-19750.0,47000.0,327.45,100.0,3000,-3050.0,24900.0

basic,1,S17,0.75,true*2,Hi-Opt 2,10863.3,8210.17,"(10702.37, 11024.23)",55.01,-1.66,438707,91010,489889,10950.0,5450.0,16300.0,-22950.0,42300.0,338.82,100.0,3000,-2654.999999999998,24350.0

basic,1,S17,0.75,true*2,Wong Halves,10786.59,6938.99,"(10650.57, 10922.6)",54.66,-1.84,438909,90792,490062,10800.0,6250.0,15350.0,-24150.0,40400.0,343.58,100.0,3000,-450.0,22150.0

basic,1,S17,0.75,true*2,Revere RAPC,11142.45,9602.91,"(10954.22, 11330.69)",54.13,-1.84,438507,91019,489974,10950.0,4750.0,17600.0,-23850.0,51550.0,358.27,100.0,3000,-4500.0,27100.0

basic,1,S17,0.75,true+2,Hi-Lo,10545.96,5157.6,"(10444.86, 10647.06)",53.93,-1.48,438852,91814,489003,10550.0,7150.0,13900.0,-10100.0,33800.0,358.46,100.0,3000,2100.0,19050.0

basic,1,S17,0.75,true+2,KISS3,10547.04,5249.45,"(10444.15, 10649.94)",53.78,-1.46,438757,91278,489704,10500.0,7100.0,13950.0,-13300.0,33950.0,358.86,100.0,3000,2000.0,19300.0

basic,1,S17,0.75,true+2,ZEN,10832.09,7110.71,"(10692.71, 10971.47)",54.59,-1.73,439476,90922,489330,10800.0,6100.0,15600.0,-14100.0,38150.0,364.29,100.0,3000,-800.0,22550.0

basic,1,S17,0.75,true+2,Hi-Opt 2,10889.42,6989.68,"(10752.42, 11026.43)",54.78,-1.9,439393,91283,489162,10850.0,6300.0,15400.0,-16250.0,43100.0,368.59,100.0,3000,-500.0,22450.0

basic,1,S17,0.75,true+2,Wong Halves,10725.65,5369.45,"(10620.4, 10830.9)",55.3,-1.92,439980,91367,488762,10700.0,7200.0,14200.0,-9700.0,32600.0,368.68,100.0,3000,2050.0,19600.0

basic,1,S17,0.75,true+2,Revere RAPC,11091.08,8708.13,"(10920.39, 11261.78)",55.11,-1.86,438912,91946,488852,11100.0,5200.0,16750.0,-18200.0,50000.0,377.23,100.0,3000,-3150.0,25705.00000000002

basic,1,S17,0.75,true-2,Hi-Lo,10298.8,3068.36,"(10238.66, 10358.95)",52.63,-1.47,438994,91444,489211,10200.0,8300.0,12250.0,-3450.0,26500.0,370.1,100.0,3000,5350.0,15405.000000000018

basic,1,S17,0.75,true-2,KISS3,10305.38,3090.36,"(10244.8, 10365.96)",54.01,-1.49,439768,91482,488516,10300.0,8350.0,12200.0,-4950.0,22900.0,363.58,100.0,3000,5150.0,15450.0

basic,1,S17,0.75,true-2,ZEN,10664.21,5310.66,"(10560.11, 10768.31)",54.42,-2.05,439316,91170,489205,10550.0,7200.0,14100.0,-10300.0,38000.0,361.89,100.0,3000,2050.0,19300.0

basic,1,S17,0.75,true-2,Hi-Opt 2,10622.89,5101.45,"(10522.9, 10722.89)",53.95,-2.02,439392,91446,488942,10500.0,7350.0,13850.0,-9550.0,32250.0,359.76,100.0,3000,2300.0,19150.0

basic,1,S17,0.75,true-2,Wong Halves,10382.56,3223.46,"(10319.38, 10445.75)",54.95,-1.82,439753,91497,488539,10350.0,8350.0,12400.0,-4750.0,27000.0,354.47,100.0,3000,5100.0,15700.0

basic,1,S17,0.75,true-2,Revere RAPC,10931.81,7691.74,"(10781.04, 11082.58)",54.86,-1.99,439269,91133,489353,10950.0,5800.0,16000.0,-18650.0,44850.0,357.97,100.0,3000,-1550.0,23600.0

basic,1,S17,0.9,running,Hi-Lo,10070.9,2533.41,"(10021.24, 10120.56)",50.85,-0.38,438830,91340,489406,10100.0,8400.0,11700.0,50.0,20350.0,352.35,100.0,3000,5850.0,14250.0

basic,1,S17,0.9,running,KISS3,10120.27,2549.0,"(10070.31, 10170.24)",51.49,-0.64,439680,91689,488359,10100.0,8450.0,11800.0,-900.0,21950.0,347.12,100.0,3000,5950.0,14300.0

basic,1,S17,0.9,running,ZEN,10292.83,4424.84,"(10206.1, 10379.56)",52.18,-1.03,439040,91253,489433,10250.0,7400.0,13100.0,-10450.0,28350.0,345.02,100.0,3000,3100.0,17600.0

basic,1,S17,0.9,running,Hi-Opt 2,10186.84,4102.67,"(10106.42, 10267.26)",51.51,-0.7,437948,91630,490139,10200.0,7500.0,12800.0,-8300.0,32350.0,342.62,100.0,3000,3650.0,17000.0

basic,1,S17,0.9,running,Wong Halves,10109.85,2652.96,"(10057.85, 10161.86)",50.83,-0.56,439100,90739,489965,10075.0,8400.0,11850.0,-300.0,20625.0,338.3,100.0,3000,5750.0,14525.0

basic,1,S17,0.9,running,Revere RAPC,10151.87,6994.52,"(10014.77, 10288.97)",50.38,-0.35,438576,91992,488990,10100.0,5550.0,14700.0,-17500.0,42300.0,340.86,100.0,3000,-1200.0,21755.00000000002

basic,1,S17,0.9,true,Hi-Lo,10491.4,4108.96,"(10410.86, 10571.94)",54.2,-1.83,438910,91738,489022,10450.0,7800.0,13150.0,-5600.0,31500.0,338.77,100.0,3000,3800.0,17200.0

basic,1,S17,0.9,true,KISS3,10514.45,4114.88,"(10433.79, 10595.1)",54.61,-1.89,439279,91520,488889,10500.0,7850.0,13150.0,-5850.0,29500.0,336.89,100.0,3000,3850.0,17200.0

basic,1,S17,0.9,true,ZEN,10849.41,6440.78,"(10723.17, 10975.66)",55.06,-2.14,439212,91164,489355,10850.0,6650.0,15000.0,-14800.0,42050.0,338.23,100.0,3000,195.0000000000017,21450.0

basic,1,S17,0.9,true,Hi-Opt 2,10641.88,6047.36,"(10523.35, 10760.42)",53.67,-1.69,438177,91534,490002,10550.0,6650.0,14650.0,-15950.0,38700.0,339.11,100.0,3000,900.0,20700.0

basic,1,S17,0.9,true,Wong Halves,10497.58,4247.49,"(10414.33, 10580.84)",54.72,-1.79,438530,91493,489668,10500.0,7800.0,13250.0,-10200.0,37700.0,337.49,100.0,3000,3450.0,17455.00000000002

basic,1,S17,0.9,true,Revere RAPC,11048.28,8287.68,"(10885.83, 11210.73)",55.08,-1.99,438122,91638,490025,11050.0,5450.0,16450.0,-22550.0,49050.0,341.78,100.0,3000,-2650.0,24700.0

basic,1,S17,0.9,true*2,Hi-Lo,10850.02,6781.14,"(10717.1, 10982.94)",54.99,-2.02,437800,91724,490173,10800.0,6450.0,15400.0,-16950.0,38500.0,343.41,100.0,3000,-300.0,22055.00000000002

basic,1,S17,0.9,true*2,KISS3,10821.53,6806.08,"(10688.12, 10954.94)",54.95,-1.92,438085,91726,489918,10800.0,6450.0,15150.0,-24350.0,39250.0,345.14,100.0,3000,-250.0,22100.0

basic,1,S17,0.9,true*2,ZEN,10964.49,8486.31,"(10798.14, 11130.83)",53.55,-1.77,438461,91564,489751,10750.0,5300.0,16600.0,-23000.0,49000.0,349.31,100.0,3000,-2750.0,25050.0

basic,1,S17,0.9,true*2,Hi-Opt 2,11018.21,8395.97,"(10853.63, 11182.78)",54.81,-1.92,439217,91018,489375,10900.0,5400.0,16450.0,-23000.0,47800.0,353.04,100.0,3000,-2650.0,24900.0

basic,1,S17,0.9,true*2,Wong Halves,10941.8,6929.02,"(10805.98, 11077.62)",54.94,-2.17,438953,91419,489324,10900.0,6350.0,15500.0,-16650.0,41050.0,354.57,100.0,3000,-450.0,22550.0

basic,1,S17,0.9,true*2,Revere RAPC,11131.81,9574.38,"(10944.14, 11319.49)",54.39,-1.8,438346,91382,489745,11000.0,4800.0,17500.0,-29000.0,44550.0,360.05,100.0,3000,-4550.0,27150.0

basic,1,S17,0.9,true+2,Hi-Lo,10663.02,5311.83,"(10558.9, 10767.14)",54.97,-1.77,439292,91521,488876,10650.0,7200.0,14050.0,-11100.0,37450.0,360.2,100.0,3000,1950.0,19500.0

basic,1,S17,0.9,true+2,KISS3,10574.66,5396.22,"(10468.88, 10680.43)",54.77,-1.52,438720,91655,489538,10600.0,7050.0,14100.0,-12500.0,31650.0,360.42,100.0,3000,1750.0,19350.0

basic,1,S17,0.9,true+2,ZEN,10903.27,7259.17,"(10760.98, 11045.56)",54.68,-1.84,439074,91487,489209,10800.0,6100.0,15650.0,-25950.0,46400.0,362.78,100.0,3000,-854.9999999999983,23000.0

basic,1,S17,0.9,true+2,Hi-Opt 2,10925.8,7080.88,"(10787.01, 11064.6)",54.81,-1.95,440027,91075,488716,10850.0,6150.0,15575.0,-21350.0,42050.0,364.77,100.0,3000,-500.0,22700.0

basic,1,S17,0.9,true+2,Wong Halves,10716.36,5436.27,"(10609.8, 10822.92)",55.23,-1.87,439183,91199,489316,10700.0,7200.0,14150.0,-12050.0,34150.0,364.98,100.0,3000,1800.0,19700.0

basic,1,S17,0.9,true+2,Revere RAPC,11350.41,8819.89,"(11177.52, 11523.29)",55.2,-2.27,439053,91515,489202,11200.0,5450.0,17200.0,-18900.0,47850.0,369.03,100.0,3000,-3000.0,26000.0

basic,1,S17,0.9,true-2,Hi-Lo,10317.38,3094.08,"(10256.73, 10378.03)",53.75,-1.54,439738,90948,489054,10300.0,8300.0,12300.0,-4000.0,26900.0,366.0,100.0,3000,5250.0,15500.0

basic,1,S17,0.9,true-2,KISS3,10369.53,3154.89,"(10307.69, 10431.37)",53.94,-1.78,439296,91637,488806,10300.0,8350.0,12350.0,-5100.0,25100.0,363.1,100.0,3000,5400.0,15650.0

basic,1,S17,0.9,true-2,ZEN,10671.64,5495.99,"(10563.91, 10779.37)",54.3,-2.02,439118,91181,489501,10600.0,7100.0,14200.0,-11050.0,32200.0,362.44,100.0,3000,1800.0,19900.0

basic,1,S17,0.9,true-2,Hi-Opt 2,10555.49,5183.56,"(10453.88, 10657.09)",53.76,-1.77,439140,91237,489261,10500.0,7200.0,13950.0,-13750.0,30850.0,361.5,100.0,3000,2200.0,19100.0

basic,1,S17,0.9,true-2,Wong Halves,10372.8,3310.69,"(10307.91, 10437.7)",53.97,-1.73,437900,91803,490117,10350.0,8250.0,12450.0,-2450.0,26400.0,358.95,100.0,3000,5000.0,15800.0

basic,1,S17,0.9,true-2,Revere RAPC,11087.54,7689.09,"(10936.82, 11238.26)",55.29,-2.28,439579,91265,488968,11050.0,5950.0,16200.0,-18000.0,42400.0,360.77,100.0,3000,-1450.0,23750.0

basic,1,H17,0.75,running,Hi-Lo,10065.27,2548.12,"(10015.32, 10115.22)",49.97,-0.35,438742,91110,489955,10000.0,8350.0,11750.0,-1950.0,21400.0,357.86,100.0,3000,5950.0,14300.0

basic,1,H17,0.75,running,KISS3,10064.97,2563.45,"(10014.72, 10115.22)",50.36,-0.34,437713,90570,491223,10050.0,8400.0,11750.0,-1000.0,20500.0,355.08,100.0,3000,5850.0,14250.0

basic,1,H17,0.75,running,ZEN,10143.43,4374.69,"(10057.68, 10229.19)",51.3,-0.51,439042,90657,490120,10150.0,7300.0,12950.0,-11100.0,29450.0,353.84,100.0,3000,3100.0,17300.0

basic,1,H17,0.75,running,Hi-Opt 2,10217.9,4079.9,"(10137.93, 10297.87)",51.71,-0.81,438470,90753,490633,10200.0,7550.0,12800.0,-6950.0,28550.0,352.42,100.0,3000,3550.0,16950.0

basic,1,H17,0.75,running,Wong Halves,10049.87,2684.36,"(9997.25, 10102.49)",50.14,-0.26,438094,91061,490494,10025.0,8325.0,11775.0,-1250.0,22425.0,349.94,100.0,3000,5650.0,14427.50000000001

basic,1,H17,0.75,running,Revere RAPC,10160.94,7064.53,"(10022.46, 10299.42)",50.64,-0.37,438896,90935,489796,10150.0,5600.0,14800.0,-23850.0,42450.0,351.12,100.0,3000,-1350.0,21550.0

basic,1,H17,0.75,true,Hi-Lo,10450.2,4032.95,"(10371.15, 10529.25)",54.59,-1.7,438671,91222,489623,10450.0,7850.0,13100.0,-8100.0,28300.0,349.76,100.0,3000,3900.0,17000.0

basic,1,H17,0.75,true,KISS3,10465.09,4098.31,"(10384.75, 10545.42)",53.68,-1.74,438677,90663,490263,10400.0,7800.0,13100.0,-10550.0,27500.0,348.47,100.0,3000,3750.0,17200.0

basic,1,H17,0.75,true,ZEN,10762.22,6271.93,"(10639.28, 10885.16)",54.59,-1.95,438782,91138,489829,10750.0,6500.0,14850.0,-13400.0,46600.0,348.96,100.0,3000,550.0,21250.0

basic,1,H17,0.75,true,Hi-Opt 2,10567.51,6016.21,"(10449.58, 10685.43)",53.17,-1.52,437628,90838,491252,10550.0,6650.0,14500.0,-14450.0,35250.0,349.2,100.0,3000,800.0,20350.0

basic,1,H17,0.75,true,Wong Halves,10448.01,4211.14,"(10365.47, 10530.56)",54.43,-1.64,437685,91034,491037,10500.0,7700.0,13150.0,-7550.0,27650.0,348.06,100.0,3000,3600.0,17350.0

basic,1,H17,0.75,true,Revere RAPC,10778.53,8108.99,"(10619.58, 10937.48)",53.62,-1.51,438639,90863,490223,10750.0,5300.0,16150.0,-17800.0,42400.0,350.25,100.0,3000,-2550.0,24350.0

basic,1,H17,0.75,true*2,Hi-Lo,10734.05,6730.16,"(10602.13, 10865.98)",53.88,-1.77,438881,90917,490016,10650.0,6300.0,15150.0,-16400.0,43250.0,351.01,100.0,3000,-100.0,21850.0

basic,1,H17,0.75,true*2,KISS3,10709.29,6808.64,"(10575.83, 10842.75)",53.77,-1.69,438000,91235,490245,10650.0,6250.0,15150.0,-18300.0,37550.0,351.82,100.0,3000,-350.0,21905.00000000002

basic,1,H17,0.75,true*2,ZEN,10834.99,8389.29,"(10670.54, 10999.43)",53.69,-1.56,438245,90760,490681,10800.0,5250.0,16450.0,-25100.0,41100.0,354.12,100.0,3000,-2800.0,24800.0

basic,1,H17,0.75,true*2,Hi-Opt 2,10884.48,8108.84,"(10725.54, 11043.43)",54.78,-1.7,438482,90087,491274,10950.0,5400.0,16250.0,-17700.0,45850.0,356.16,100.0,3000,-2550.0,24250.0

basic,1,H17,0.75,true*2,Wong Halves,10896.38,6840.87,"(10762.29, 11030.48)",54.85,-2.1,438301,90670,490871,10800.0,6525.0,15250.0,-16600.0,44500.0,356.98,100.0,3000,-300.0,22350.0

basic,1,H17,0.75,true*2,Revere RAPC,11089.37,9588.06,"(10901.43, 11277.32)",54.13,-1.76,438432,90541,490820,10900.0,4800.0,17400.0,-26250.0,44950.0,360.17,100.0,3000,-4550.0,26950.0

basic,1,H17,0.75,true+2,Hi-Lo,10583.75,5244.59,"(10480.95, 10686.56)",53.86,-1.58,439097,90683,489834,10500.0,7150.0,14000.0,-11250.0,36400.0,360.18,100.0,3000,2100.0,19050.0

basic,1,H17,0.75,true+2,KISS3,10628.72,5246.26,"(10525.88, 10731.55)",54.58,-1.68,438855,90578,490403,10600.0,7100.0,14100.0,-10600.0,32300.0,360.27,100.0,3000,2100.0,19200.0

basic,1,H17,0.75,true+2,ZEN,10717.05,7212.78,"(10575.67, 10858.43)",53.72,-1.49,438175,91019,490804,10600.0,5900.0,15450.0,-22500.0,45400.0,361.66,100.0,3000,-1150.0,22650.0

basic,1,H17,0.75,true+2,Hi-Opt 2,10699.4,7025.5,"(10561.69, 10837.11)",53.46,-1.49,438498,90270,490888,10600.0,6000.0,15400.0,-16900.0,41350.0,362.86,100.0,3000,-850.0,22205.00000000002

basic,1,H17,0.75,true+2,Wong Halves,10601.7,5408.23,"(10495.69, 10707.71)",54.03,-1.59,438759,91012,490141,10550.0,6950.0,14200.0,-13600.0,34300.0,362.95,100.0,3000,1800.0,19500.0

basic,1,H17,0.75,true+2,Revere RAPC,10911.61,8647.95,"(10742.1, 11081.12)",53.79,-1.55,437804,90566,491348,10900.0,5050.0,16650.0,-27150.0,43200.0,365.49,100.0,3000,-3050.0,25250.0

basic,1,H17,0.75,true-2,Hi-Lo,10302.25,3090.46,"(10241.67, 10362.83)",53.69,-1.48,438261,90778,490903,10300.0,8300.0,12300.0,-2350.0,26750.0,363.54,100.0,3000,5300.0,15355.000000000018

basic,1,H17,0.75,true-2,KISS3,10269.8,3149.78,"(10208.06, 10331.54)",53.33,-1.32,438665,90857,490227,10300.0,8300.0,12250.0,-4900.0,24900.0,361.65,100.0,3000,5000.0,15450.0

basic,1,H17,0.75,true-2,ZEN,10663.14,5436.37,"(10556.58, 10769.7)",55.03,-2.04,438460,91012,490280,10650.0,7150.0,14150.0,-10850.0,39650.0,361.16,100.0,3000,1800.0,19650.0

basic,1,H17,0.75,true-2,Hi-Opt 2,10533.26,5071.19,"(10433.85, 10632.66)",54.06,-1.73,438622,90772,490702,10500.0,7300.0,13800.0,-10250.0,30850.0,360.49,100.0,3000,2200.0,18955.00000000002

